"","Date","HomeTeam","AwayTeam","FTHG","FTAG","FTR"
"1524",2019-08-17,"Mallorca","Eibar",2,1,"H"
"1525",2019-08-17,"Leganes","Osasuna",0,1,"A"
"1526",2019-08-17,"Villarreal","Granada",4,4,"D"
"1527",2019-08-18,"Alaves","Levante",1,0,"H"
"1528",2019-08-18,"Espanol","Sevilla",0,2,"A"
"1529",2019-08-18,"Betis","Valladolid",1,2,"A"
"1530",2019-08-18,"Ath Madrid","Getafe",1,0,"H"
"1531",2019-08-23,"Granada","Sevilla",0,1,"A"
"1532",2019-08-23,"Levante","Villarreal",2,1,"H"
"1533",2019-08-24,"Osasuna","Eibar",0,0,"D"
"1534",2019-08-24,"Real Madrid","Valladolid",1,1,"D"
"1535",2019-08-24,"Celta","Valencia",1,0,"H"
"1536",2019-08-24,"Getafe","Ath Bilbao",1,1,"D"
"1537",2019-08-25,"Alaves","Espanol",0,0,"D"
"1538",2019-08-25,"Mallorca","Sociedad",0,1,"A"
"1539",2019-08-25,"Leganes","Ath Madrid",0,1,"A"
"1540",2019-08-25,"Barcelona","Betis",5,2,"H"
"1541",2019-08-30,"Sevilla","Celta",1,1,"D"
"1542",2019-08-30,"Ath Bilbao","Sociedad",2,0,"H"
"1543",2019-08-31,"Osasuna","Barcelona",2,2,"D"
"1544",2019-08-31,"Getafe","Alaves",1,1,"D"
"1545",2019-08-31,"Levante","Valladolid",2,0,"H"
"1546",2019-08-31,"Betis","Leganes",2,1,"H"
"1547",2019-09-01,"Valencia","Mallorca",2,0,"H"
"1548",2019-09-01,"Ath Madrid","Eibar",3,2,"H"
"1549",2019-09-01,"Espanol","Granada",0,3,"A"
"1550",2019-09-01,"Villarreal","Real Madrid",2,2,"D"
"1551",2019-09-13,"Mallorca","Ath Bilbao",0,0,"D"
"1552",2019-09-14,"Real Madrid","Levante",3,2,"H"
"1553",2019-09-14,"Leganes","Villarreal",0,3,"A"
"1554",2019-09-14,"Sociedad","Ath Madrid",2,0,"H"
"1555",2019-09-14,"Barcelona","Valencia",5,2,"H"
"1556",2019-09-15,"Eibar","Espanol",1,2,"A"
"1557",2019-09-15,"Alaves","Sevilla",0,1,"A"
"1558",2019-09-15,"Celta","Granada",0,2,"A"
"1559",2019-09-15,"Valladolid","Osasuna",1,1,"D"
"1560",2019-09-15,"Betis","Getafe",1,1,"D"
"1561",2019-09-20,"Osasuna","Betis",0,0,"D"
"1562",2019-09-21,"Villarreal","Valladolid",2,0,"H"
"1563",2019-09-21,"Levante","Eibar",0,0,"D"
"1564",2019-09-21,"Ath Madrid","Celta",0,0,"D"
"1565",2019-09-21,"Granada","Barcelona",2,0,"H"
"1566",2019-09-22,"Getafe","Mallorca",4,2,"H"
"1567",2019-09-22,"Espanol","Sociedad",1,3,"A"
"1568",2019-09-22,"Valencia","Leganes",1,1,"D"
"1569",2019-09-22,"Ath Bilbao","Alaves",2,0,"H"
"1570",2019-09-22,"Sevilla","Real Madrid",0,1,"A"
"1571",2019-09-24,"Valladolid","Granada",1,1,"D"
"1572",2019-09-24,"Betis","Levante",3,1,"H"
"1573",2019-09-24,"Barcelona","Villarreal",2,1,"H"
"1574",2019-09-25,"Leganes","Ath Bilbao",1,1,"D"
"1575",2019-09-25,"Mallorca","Ath Madrid",0,2,"A"
"1576",2019-09-25,"Valencia","Getafe",3,3,"D"
"1577",2019-09-25,"Real Madrid","Osasuna",2,0,"H"
"1578",2019-09-26,"Eibar","Sevilla",3,2,"H"
"1579",2019-09-26,"Celta","Espanol",1,1,"D"
"1580",2019-09-26,"Sociedad","Alaves",3,0,"H"
"1581",2019-09-27,"Villarreal","Betis",5,1,"H"
"1582",2019-09-28,"Ath Bilbao","Valencia",0,1,"A"
"1583",2019-09-28,"Getafe","Barcelona",0,2,"A"
"1584",2019-09-28,"Granada","Leganes",1,0,"H"
"1585",2019-09-28,"Ath Madrid","Real Madrid",0,0,"D"
"1586",2019-09-29,"Espanol","Valladolid",0,2,"A"
"1587",2019-09-29,"Eibar","Celta",2,0,"H"
"1588",2019-09-29,"Alaves","Mallorca",2,0,"H"
"1589",2019-09-29,"Levante","Osasuna",1,1,"D"
"1590",2019-09-29,"Sevilla","Sociedad",3,2,"H"
"1591",2019-10-04,"Betis","Eibar",1,1,"D"
"1592",2019-10-05,"Leganes","Levante",1,2,"A"
"1593",2019-10-05,"Real Madrid","Granada",4,2,"H"
"1594",2019-10-05,"Valencia","Alaves",2,1,"H"
"1595",2019-10-05,"Osasuna","Villarreal",2,1,"H"
"1596",2019-10-06,"Mallorca","Espanol",2,0,"H"
"1597",2019-10-06,"Celta","Ath Bilbao",1,0,"H"
"1598",2019-10-06,"Valladolid","Ath Madrid",0,0,"D"
"1599",2019-10-06,"Sociedad","Getafe",1,2,"A"
"1600",2019-10-06,"Barcelona","Sevilla",4,0,"H"
"1601",2019-10-18,"Granada","Osasuna",1,0,"H"
"1602",2019-10-19,"Eibar","Barcelona",0,3,"A"
"1603",2019-10-19,"Ath Madrid","Valencia",1,1,"D"
"1604",2019-10-19,"Getafe","Leganes",2,0,"H"
"1605",2019-10-19,"Mallorca","Real Madrid",1,0,"H"
"1606",2019-10-20,"Alaves","Celta",2,0,"H"
"1607",2019-10-20,"Sociedad","Betis",3,1,"H"
"1608",2019-10-20,"Espanol","Villarreal",0,1,"A"
"1609",2019-10-20,"Ath Bilbao","Valladolid",1,1,"D"
"1610",2019-10-20,"Sevilla","Levante",1,0,"H"
"1611",2019-10-25,"Villarreal","Alaves",4,1,"H"
"1612",2019-10-26,"Leganes","Mallorca",1,0,"H"
"1613",2019-10-26,"Valladolid","Eibar",2,0,"H"
"1614",2019-10-26,"Ath Madrid","Ath Bilbao",2,0,"H"
"1615",2019-10-27,"Celta","Sociedad",0,1,"A"
"1616",2019-10-27,"Granada","Betis",1,0,"H"
"1617",2019-10-27,"Levante","Espanol",0,1,"A"
"1618",2019-10-27,"Sevilla","Getafe",2,0,"H"
"1619",2019-10-27,"Osasuna","Valencia",3,1,"H"
"1620",2019-10-29,"Alaves","Ath Madrid",1,1,"D"
"1621",2019-10-29,"Barcelona","Valladolid",5,1,"H"
"1622",2019-10-30,"Sociedad","Levante",1,2,"A"
"1623",2019-10-30,"Valencia","Sevilla",1,1,"D"
"1624",2019-10-30,"Ath Bilbao","Espanol",3,0,"H"
"1625",2019-10-30,"Betis","Celta",2,1,"H"
"1626",2019-10-30,"Real Madrid","Leganes",5,0,"H"
"1627",2019-10-31,"Eibar","Villarreal",2,1,"H"
"1628",2019-10-31,"Mallorca","Osasuna",2,2,"D"
"1629",2019-10-31,"Getafe","Granada",3,1,"H"
"1630",2019-11-02,"Espanol","Valencia",1,2,"A"
"1631",2019-11-02,"Levante","Barcelona",3,1,"H"
"1632",2019-11-02,"Sevilla","Ath Madrid",1,1,"D"
"1633",2019-11-02,"Real Madrid","Betis",0,0,"D"
"1634",2019-11-03,"Valladolid","Mallorca",3,0,"H"
"1635",2019-11-03,"Villarreal","Ath Bilbao",0,0,"D"
"1636",2019-11-03,"Osasuna","Alaves",4,2,"H"
"1637",2019-11-03,"Celta","Getafe",0,1,"A"
"1638",2019-11-03,"Leganes","Eibar",1,2,"A"
"1639",2019-11-03,"Granada","Sociedad",1,2,"A"
"1640",2019-11-08,"Sociedad","Leganes",1,1,"D"
"1641",2019-11-09,"Alaves","Valladolid",3,0,"H"
"1642",2019-11-09,"Valencia","Granada",2,0,"H"
"1643",2019-11-09,"Eibar","Real Madrid",0,4,"A"
"1644",2019-11-09,"Barcelona","Celta",4,1,"H"
"1645",2019-11-10,"Mallorca","Villarreal",3,1,"H"
"1646",2019-11-10,"Ath Bilbao","Levante",2,1,"H"
"1647",2019-11-10,"Ath Madrid","Espanol",3,1,"H"
"1648",2019-11-10,"Getafe","Osasuna",0,0,"D"
"1649",2019-11-10,"Betis","Sevilla",1,2,"A"
"1650",2019-11-22,"Levante","Mallorca",2,1,"H"
"1651",2019-11-23,"Leganes","Barcelona",1,2,"A"
"1652",2019-11-23,"Betis","Valencia",2,1,"H"
"1653",2019-11-23,"Granada","Ath Madrid",1,1,"D"
"1654",2019-11-23,"Real Madrid","Sociedad",3,1,"H"
"1655",2019-11-24,"Espanol","Getafe",1,1,"D"
"1656",2019-11-24,"Osasuna","Ath Bilbao",1,2,"A"
"1657",2019-11-24,"Eibar","Alaves",0,2,"A"
"1658",2019-11-24,"Villarreal","Celta",1,3,"A"
"1659",2019-11-24,"Valladolid","Sevilla",0,1,"A"
"1660",2019-11-29,"Celta","Valladolid",0,0,"D"
"1661",2019-11-30,"Alaves","Real Madrid",1,2,"A"
"1662",2019-11-30,"Sociedad","Eibar",4,1,"H"
"1663",2019-11-30,"Mallorca","Betis",1,2,"A"
"1664",2019-11-30,"Valencia","Villarreal",2,1,"H"
"1665",2019-12-01,"Sevilla","Leganes",1,0,"H"
"1666",2019-12-01,"Ath Bilbao","Granada",2,0,"H"
"1667",2019-12-01,"Espanol","Osasuna",2,4,"A"
"1668",2019-12-01,"Getafe","Levante",4,0,"H"
"1669",2019-12-01,"Ath Madrid","Barcelona",0,1,"A"
"1670",2019-12-06,"Villarreal","Ath Madrid",0,0,"D"
"1671",2019-12-07,"Real Madrid","Espanol",2,0,"H"
"1672",2019-12-07,"Granada","Alaves",3,0,"H"
"1673",2019-12-07,"Levante","Valencia",2,4,"A"
"1674",2019-12-07,"Barcelona","Mallorca",5,2,"H"
"1675",2019-12-08,"Eibar","Getafe",0,1,"A"
"1676",2019-12-08,"Betis","Ath Bilbao",3,2,"H"
"1677",2019-12-08,"Valladolid","Sociedad",0,0,"D"
"1678",2019-12-08,"Leganes","Celta",3,2,"H"
"1679",2019-12-08,"Osasuna","Sevilla",1,1,"D"
"1680",2019-12-13,"Alaves","Leganes",1,1,"D"
"1681",2019-12-14,"Granada","Levante",1,2,"A"
"1682",2019-12-14,"Sociedad","Barcelona",2,2,"D"
"1683",2019-12-14,"Ath Bilbao","Eibar",0,0,"D"
"1684",2019-12-14,"Ath Madrid","Osasuna",2,0,"H"
"1685",2019-12-15,"Getafe","Valladolid",2,0,"H"
"1686",2019-12-15,"Celta","Mallorca",2,2,"D"
"1687",2019-12-15,"Espanol","Betis",2,2,"D"
"1688",2019-12-15,"Sevilla","Villarreal",1,2,"A"
"1689",2019-12-15,"Valencia","Real Madrid",1,1,"D"
"1690",2019-12-18,"Barcelona","Real Madrid",0,0,"D"
"1691",2019-12-20,"Eibar","Granada",3,0,"H"
"1692",2019-12-21,"Mallorca","Sevilla",0,2,"A"
"1693",2019-12-21,"Barcelona","Alaves",4,1,"H"
"1694",2019-12-21,"Villarreal","Getafe",1,0,"H"
"1695",2019-12-21,"Valladolid","Valencia",1,1,"D"
"1696",2019-12-22,"Leganes","Espanol",2,0,"H"
"1697",2019-12-22,"Osasuna","Sociedad",3,4,"A"
"1698",2019-12-22,"Betis","Ath Madrid",1,2,"A"
"1699",2019-12-22,"Levante","Celta",3,1,"H"
"1700",2019-12-22,"Real Madrid","Ath Bilbao",0,0,"D"
"1701",2020-01-03,"Valladolid","Leganes",2,2,"D"
"1702",2020-01-03,"Sevilla","Ath Bilbao",1,1,"D"
"1703",2020-01-04,"Valencia","Eibar",1,0,"H"
"1704",2020-01-04,"Getafe","Real Madrid",0,3,"A"
"1705",2020-01-04,"Ath Madrid","Levante",2,1,"H"
"1706",2020-01-04,"Espanol","Barcelona",2,2,"D"
"1707",2020-01-05,"Granada","Mallorca",1,0,"H"
"1708",2020-01-05,"Sociedad","Villarreal",1,2,"A"
"1709",2020-01-05,"Alaves","Betis",1,1,"D"
"1710",2020-01-05,"Celta","Osasuna",1,1,"D"
"1711",2020-01-17,"Leganes","Getafe",0,3,"A"
"1712",2020-01-18,"Levante","Alaves",0,1,"A"
"1713",2020-01-18,"Real Madrid","Sevilla",2,1,"H"
"1714",2020-01-18,"Osasuna","Valladolid",0,0,"D"
"1715",2020-01-18,"Eibar","Ath Madrid",2,0,"H"
"1716",2020-01-19,"Mallorca","Valencia",4,1,"H"
"1717",2020-01-19,"Betis","Sociedad",3,0,"H"
"1718",2020-01-19,"Villarreal","Espanol",1,2,"A"
"1719",2020-01-19,"Ath Bilbao","Celta",1,1,"D"
"1720",2020-01-19,"Barcelona","Granada",1,0,"H"
"1721",2020-01-24,"Osasuna","Levante",2,0,"H"
"1722",2020-01-25,"Espanol","Ath Bilbao",1,1,"D"
"1723",2020-01-25,"Valencia","Barcelona",2,0,"H"
"1724",2020-01-25,"Alaves","Villarreal",1,2,"A"
"1725",2020-01-25,"Sevilla","Granada",2,0,"H"
"1726",2020-01-26,"Ath Madrid","Leganes",0,0,"D"
"1727",2020-01-26,"Celta","Eibar",0,0,"D"
"1728",2020-01-26,"Getafe","Betis",1,0,"H"
"1729",2020-01-26,"Sociedad","Mallorca",3,0,"H"
"1730",2020-01-26,"Valladolid","Real Madrid",0,1,"A"
"1731",2020-02-01,"Granada","Espanol",2,1,"H"
"1732",2020-02-01,"Real Madrid","Ath Madrid",1,0,"H"
"1733",2020-02-01,"Mallorca","Valladolid",0,1,"A"
"1734",2020-02-01,"Valencia","Celta",1,0,"H"
"1735",2020-02-02,"Leganes","Sociedad",2,1,"H"
"1736",2020-02-02,"Eibar","Betis",1,1,"D"
"1737",2020-02-02,"Ath Bilbao","Getafe",0,2,"A"
"1738",2020-02-02,"Sevilla","Alaves",1,1,"D"
"1739",2020-02-02,"Villarreal","Osasuna",3,1,"H"
"1740",2020-02-02,"Barcelona","Levante",2,1,"H"
"1741",2020-02-07,"Alaves","Eibar",2,1,"H"
"1742",2020-02-08,"Levante","Leganes",2,0,"H"
"1743",2020-02-08,"Getafe","Valencia",3,0,"H"
"1744",2020-02-08,"Valladolid","Villarreal",1,1,"D"
"1745",2020-02-08,"Ath Madrid","Granada",1,0,"H"
"1746",2020-02-09,"Espanol","Mallorca",1,0,"H"
"1747",2020-02-09,"Sociedad","Ath Bilbao",2,1,"H"
"1748",2020-02-09,"Osasuna","Real Madrid",1,4,"A"
"1749",2020-02-09,"Celta","Sevilla",2,1,"H"
"1750",2020-02-09,"Betis","Barcelona",2,3,"A"
"1751",2020-02-14,"Valencia","Ath Madrid",2,2,"D"
"1752",2020-02-15,"Mallorca","Alaves",1,0,"H"
"1753",2020-02-15,"Barcelona","Getafe",2,1,"H"
"1754",2020-02-15,"Villarreal","Levante",2,1,"H"
"1755",2020-02-15,"Granada","Valladolid",2,1,"H"
"1756",2020-02-16,"Sevilla","Espanol",2,2,"D"
"1757",2020-02-16,"Leganes","Betis",0,0,"D"
"1758",2020-02-16,"Ath Bilbao","Osasuna",0,1,"A"
"1759",2020-02-16,"Real Madrid","Celta",2,2,"D"
"1760",2020-02-21,"Betis","Mallorca",3,3,"D"
"1761",2020-02-22,"Celta","Leganes",1,0,"H"
"1762",2020-02-22,"Barcelona","Eibar",5,0,"H"
"1763",2020-02-22,"Sociedad","Valencia",3,0,"H"
"1764",2020-02-22,"Levante","Real Madrid",1,0,"H"
"1765",2020-02-23,"Osasuna","Granada",0,3,"A"
"1766",2020-02-23,"Alaves","Ath Bilbao",2,1,"H"
"1767",2020-02-23,"Valladolid","Espanol",2,1,"H"
"1768",2020-02-23,"Getafe","Sevilla",0,3,"A"
"1769",2020-02-23,"Ath Madrid","Villarreal",3,1,"H"
"1770",2020-02-28,"Sociedad","Valladolid",1,0,"H"
"1771",2020-02-29,"Eibar","Levante",3,0,"H"
"1772",2020-02-29,"Valencia","Betis",2,1,"H"
"1773",2020-02-29,"Leganes","Alaves",1,1,"D"
"1774",2020-02-29,"Granada","Celta",0,0,"D"
"1775",2020-03-01,"Sevilla","Osasuna",3,2,"H"
"1776",2020-03-01,"Ath Bilbao","Villarreal",1,0,"H"
"1777",2020-03-01,"Espanol","Ath Madrid",1,1,"D"
"1778",2020-03-01,"Mallorca","Getafe",0,1,"A"
"1779",2020-03-01,"Real Madrid","Barcelona",2,0,"H"
"1780",2020-03-06,"Alaves","Valencia",1,1,"D"
"1781",2020-03-07,"Eibar","Mallorca",1,2,"A"
"1782",2020-03-07,"Ath Madrid","Sevilla",2,2,"D"
"1783",2020-03-07,"Barcelona","Sociedad",1,0,"H"
"1784",2020-03-07,"Getafe","Celta",0,0,"D"
"1785",2020-03-08,"Osasuna","Espanol",1,0,"H"
"1786",2020-03-08,"Valladolid","Ath Bilbao",1,4,"A"
"1787",2020-03-08,"Levante","Granada",1,1,"D"
"1788",2020-03-08,"Villarreal","Leganes",1,2,"A"
"1789",2020-03-08,"Betis","Real Madrid",2,1,"H"
"1790",2020-03-10,"Eibar","Sociedad",1,2,"A"
"1791",2020-06-11,"Sevilla","Betis",2,0,"H"
"1792",2020-06-12,"Granada","Getafe",2,1,"H"
"1793",2020-06-12,"Valencia","Levante",1,1,"D"
"1794",2020-06-13,"Espanol","Alaves",2,0,"H"
"1795",2020-06-13,"Celta","Villarreal",0,1,"A"
"1796",2020-06-13,"Leganes","Valladolid",1,2,"A"
"1797",2020-06-13,"Mallorca","Barcelona",0,4,"A"
"1798",2020-06-14,"Ath Bilbao","Ath Madrid",1,1,"D"
"1799",2020-06-14,"Real Madrid","Eibar",3,1,"H"
"1800",2020-06-14,"Sociedad","Osasuna",1,1,"D"
"1801",2020-06-15,"Levante","Sevilla",1,1,"D"
"1802",2020-06-15,"Betis","Granada",2,2,"D"
"1803",2020-06-16,"Getafe","Espanol",0,0,"D"
"1804",2020-06-16,"Villarreal","Mallorca",1,0,"H"
"1805",2020-06-16,"Barcelona","Leganes",2,0,"H"
"1806",2020-06-17,"Eibar","Ath Bilbao",2,2,"D"
"1807",2020-06-17,"Valladolid","Celta",0,0,"D"
"1808",2020-06-17,"Osasuna","Ath Madrid",0,5,"A"
"1809",2020-06-18,"Alaves","Sociedad",2,0,"H"
"1810",2020-06-18,"Real Madrid","Valencia",3,0,"H"
"1811",2020-06-19,"Granada","Villarreal",0,1,"A"
"1812",2020-06-19,"Mallorca","Leganes",1,1,"D"
"1813",2020-06-19,"Sevilla","Barcelona",0,0,"D"
"1814",2020-06-20,"Espanol","Levante",1,3,"A"
"1815",2020-06-20,"Ath Bilbao","Betis",1,0,"H"
"1816",2020-06-20,"Getafe","Eibar",1,1,"D"
"1817",2020-06-20,"Ath Madrid","Valladolid",1,0,"H"
"1818",2020-06-21,"Celta","Alaves",6,0,"H"
"1819",2020-06-21,"Valencia","Osasuna",2,0,"H"
"1820",2020-06-21,"Sociedad","Real Madrid",1,2,"A"
"1821",2020-06-22,"Villarreal","Sevilla",2,2,"D"
"1822",2020-06-22,"Leganes","Granada",0,0,"D"
"1823",2020-06-23,"Levante","Ath Madrid",0,1,"A"
"1824",2020-06-23,"Valladolid","Getafe",1,1,"D"
"1825",2020-06-23,"Barcelona","Ath Bilbao",1,0,"H"
"1826",2020-06-24,"Alaves","Osasuna",0,1,"A"
"1827",2020-06-24,"Sociedad","Celta",0,1,"A"
"1828",2020-06-24,"Real Madrid","Mallorca",2,0,"H"
"1829",2020-06-25,"Eibar","Valencia",1,0,"H"
"1830",2020-06-25,"Betis","Espanol",1,0,"H"
"1831",2020-06-26,"Sevilla","Valladolid",1,1,"D"
"1832",2020-06-27,"Ath Bilbao","Mallorca",3,1,"H"
"1833",2020-06-27,"Celta","Barcelona",2,2,"D"
"1834",2020-06-27,"Osasuna","Leganes",2,1,"H"
"1835",2020-06-27,"Ath Madrid","Alaves",2,1,"H"
"1836",2020-06-28,"Levante","Betis",4,2,"H"
"1837",2020-06-28,"Villarreal","Valencia",2,0,"H"
"1838",2020-06-28,"Granada","Eibar",1,2,"A"
"1839",2020-06-28,"Espanol","Real Madrid",0,1,"A"
"1840",2020-06-29,"Getafe","Sociedad",2,1,"H"
"1841",2020-06-30,"Mallorca","Celta",5,1,"H"
"1842",2020-06-30,"Leganes","Sevilla",0,3,"A"
"1843",2020-06-30,"Barcelona","Ath Madrid",2,2,"D"
"1844",2020-07-01,"Alaves","Granada",0,2,"A"
"1845",2020-07-01,"Valencia","Ath Bilbao",0,2,"A"
"1846",2020-07-01,"Betis","Villarreal",0,2,"A"
"1847",2020-07-01,"Valladolid","Levante",0,0,"D"
"1848",2020-07-02,"Eibar","Osasuna",0,2,"A"
"1849",2020-07-02,"Sociedad","Espanol",2,1,"H"
"1850",2020-07-02,"Real Madrid","Getafe",1,0,"H"
"1851",2020-07-03,"Ath Madrid","Mallorca",3,0,"H"
"1852",2020-07-04,"Celta","Betis",1,1,"D"
"1853",2020-07-04,"Valladolid","Alaves",1,0,"H"
"1854",2020-07-04,"Granada","Valencia",2,2,"D"
"1855",2020-07-05,"Ath Bilbao","Real Madrid",0,1,"A"
"1856",2020-07-05,"Espanol","Leganes",0,1,"A"
"1857",2020-07-05,"Osasuna","Getafe",0,0,"D"
"1858",2020-07-05,"Villarreal","Barcelona",1,4,"A"
"1859",2020-07-06,"Levante","Sociedad",1,1,"D"
"1860",2020-07-06,"Sevilla","Eibar",1,0,"H"
"1861",2020-07-07,"Valencia","Valladolid",2,1,"H"
"1862",2020-07-07,"Celta","Ath Madrid",1,1,"D"
"1863",2020-07-08,"Betis","Osasuna",3,0,"H"
"1864",2020-07-08,"Getafe","Villarreal",1,3,"A"
"1865",2020-07-08,"Barcelona","Espanol",1,0,"H"
"1866",2020-07-09,"Eibar","Leganes",0,0,"D"
"1867",2020-07-09,"Mallorca","Levante",2,0,"H"
"1868",2020-07-09,"Ath Bilbao","Sevilla",1,2,"A"
"1869",2020-07-10,"Sociedad","Granada",2,3,"A"
"1870",2020-07-10,"Real Madrid","Alaves",2,0,"H"
"1871",2020-07-11,"Osasuna","Celta",2,1,"H"
"1872",2020-07-11,"Valladolid","Barcelona",0,1,"A"
"1873",2020-07-11,"Ath Madrid","Betis",1,0,"H"
"1874",2020-07-12,"Espanol","Eibar",0,2,"A"
"1875",2020-07-12,"Levante","Ath Bilbao",1,2,"A"
"1876",2020-07-12,"Leganes","Valencia",1,0,"H"
"1877",2020-07-12,"Sevilla","Mallorca",2,0,"H"
"1878",2020-07-13,"Alaves","Getafe",0,0,"D"
"1879",2020-07-13,"Villarreal","Sociedad",1,2,"A"
"1880",2020-07-13,"Granada","Real Madrid",1,2,"A"
"1881",2020-07-16,"Eibar","Valladolid",3,1,"H"
"1882",2020-07-16,"Ath Bilbao","Leganes",0,2,"A"
"1883",2020-07-16,"Barcelona","Osasuna",1,2,"A"
"1884",2020-07-16,"Betis","Alaves",1,2,"A"
"1885",2020-07-16,"Celta","Levante",2,3,"A"
"1886",2020-07-16,"Getafe","Ath Madrid",0,2,"A"
"1887",2020-07-16,"Mallorca","Granada",1,2,"A"
"1888",2020-07-16,"Real Madrid","Villarreal",2,1,"H"
"1889",2020-07-16,"Sociedad","Sevilla",0,0,"D"
"1890",2020-07-16,"Valencia","Espanol",1,0,"H"
"1891",2020-07-19,"Alaves","Barcelona",0,5,"A"
"1892",2020-07-19,"Valladolid","Betis",2,0,"H"
"1893",2020-07-19,"Villarreal","Eibar",4,0,"H"
"1894",2020-07-19,"Ath Madrid","Sociedad",1,1,"D"
"1895",2020-07-19,"Espanol","Celta",0,0,"D"
"1896",2020-07-19,"Granada","Ath Bilbao",4,0,"H"
"1897",2020-07-19,"Leganes","Real Madrid",2,2,"D"
"1898",2020-07-19,"Levante","Getafe",1,0,"H"
"1899",2020-07-19,"Osasuna","Mallorca",2,2,"D"
"1900",2020-07-19,"Sevilla","Valencia",1,0,"H"
